as_of,target,target_end_date,age_group,observation
2026-01-12,SARI,2025-07-26,Pediatrics,493
2026-01-12,SARI,2025-08-02,Adults,176
2026-01-12,SARI,2025-08-02,Overall,725
2026-01-12,SARI,2025-08-02,Pediatrics,549
2026-01-12,SARI,2025-08-09,Adults,187
2026-01-12,SARI,2025-08-09,Overall,694
2026-01-12,SARI,2025-08-09,Pediatrics,507
2026-01-12,SARI,2025-08-16,Adults,159
2026-01-12,SARI,2025-08-16,Overall,698
2026-01-12,SARI,2025-08-16,Pediatrics,539
2026-01-12,SARI,2025-08-23,Adults,168
2026-01-12,SARI,2025-08-23,Overall,708
2026-01-12,SARI,2025-08-23,Pediatrics,540
2026-01-12,SARI,2025-08-30,Adults,146
2026-01-12,SARI,2025-08-30,Overall,600
2026-01-12,SARI,2025-08-30,Pediatrics,454
2026-01-12,SARI,2025-09-06,Adults,163
2026-01-12,SARI,2025-09-06,Overall,590
2026-01-12,SARI,2025-09-06,Pediatrics,427
2026-01-12,SARI,2025-09-13,Adults,163
2026-01-12,SARI,2025-09-13,Overall,570
2026-01-12,SARI,2025-09-13,Pediatrics,407
2026-01-12,SARI,2025-09-20,Adults,156
2026-01-12,SARI,2025-09-20,Overall,518
2026-01-12,SARI,2025-09-20,Pediatrics,362
2026-01-12,SARI,2025-09-27,Adults,131
2026-01-12,SARI,2025-09-27,Overall,429
2026-01-12,SARI,2025-09-27,Pediatrics,298
2026-01-12,SARI,2025-10-04,Adults,125
2026-01-12,SARI,2025-10-04,Overall,424
2026-01-12,SARI,2025-10-04,Pediatrics,299
2026-01-12,SARI,2025-10-11,Adults,109
2026-01-12,SARI,2025-10-11,Overall,382
2026-01-12,SARI,2025-10-11,Pediatrics,273
2026-01-12,SARI,2025-10-18,Adults,118
2026-01-12,SARI,2025-10-18,Overall,341
2026-01-12,SARI,2025-10-18,Pediatrics,223
2026-01-12,SARI,2025-10-25,Adults,116
2026-01-12,SARI,2025-10-25,Overall,337
2026-01-12,SARI,2025-10-25,Pediatrics,221
2026-01-12,SARI,2025-11-01,Adults,98
2026-01-12,SARI,2025-11-01,Overall,256
2026-01-12,SARI,2025-11-01,Pediatrics,158
2026-01-12,SARI,2025-11-08,Adults,89
2026-01-12,SARI,2025-11-08,Overall,306
2026-01-12,SARI,2025-11-08,Pediatrics,217
2026-01-12,SARI,2025-11-15,Adults,112
2026-01-12,SARI,2025-11-15,Overall,264
2026-01-12,SARI,2025-11-15,Pediatrics,152
2026-01-12,SARI,2025-11-22,Adults,74
2026-01-12,SARI,2025-11-22,Overall,211
2026-01-12,SARI,2025-11-22,Pediatrics,137
2026-01-12,SARI,2025-11-29,Adults,60
2026-01-12,SARI,2025-11-29,Overall,168
2026-01-12,SARI,2025-11-29,Pediatrics,108
2026-01-12,SARI,2025-12-06,Adults,78
2026-01-12,SARI,2025-12-06,Overall,176
2026-01-12,SARI,2025-12-06,Pediatrics,98
2026-01-12,SARI,2025-12-13,Adults,82
2026-01-12,SARI,2025-12-13,Overall,172
2026-01-12,SARI,2025-12-13,Pediatrics,90
2026-01-12,SARI,2025-12-20,Adults,47
2026-01-12,SARI,2025-12-20,Overall,104
2026-01-12,SARI,2025-12-20,Pediatrics,57
2026-01-20,SARI,2022-01-08,Adults,1023
2026-01-20,SARI,2022-01-08,Overall,1186
2026-01-20,SARI,2022-01-08,Pediatrics,163
2026-01-20,SARI,2022-01-15,Adults,1251
2026-01-20,SARI,2022-01-15,Overall,1423
2026-01-20,SARI,2022-01-15,Pediatrics,172
2026-01-20,SARI,2022-01-22,Adults,1113
2026-01-20,SARI,2022-01-22,Overall,1303
2026-01-20,SARI,2022-01-22,Pediatrics,190
2026-01-20,SARI,2022-01-29,Adults,769
2026-01-20,SARI,2022-01-29,Overall,907
2026-01-20,SARI,2022-01-29,Pediatrics,138
2026-01-20,SARI,2022-02-05,Adults,587
2026-01-20,SARI,2022-02-05,Overall,698
2026-01-20,SARI,2022-02-05,Pediatrics,111
2026-01-20,SARI,2022-02-12,Adults,420
2026-01-20,SARI,2022-02-12,Overall,537
2026-01-20,SARI,2022-02-12,Pediatrics,117
2026-01-20,SARI,2022-02-19,Adults,473
2026-01-20,SARI,2022-02-19,Overall,604
2026-01-20,SARI,2022-02-19,Pediatrics,131
2026-01-20,SARI,2022-02-26,Adults,430
2026-01-20,SARI,2022-02-26,Overall,551
2026-01-20,SARI,2022-02-26,Pediatrics,121
2026-01-20,SARI,2022-03-05,Adults,533
2026-01-20,SARI,2022-03-05,Overall,702
2026-01-20,SARI,2022-03-05,Pediatrics,169
2026-01-20,SARI,2022-03-12,Adults,502
2026-01-20,SARI,2022-03-12,Overall,730
2026-01-20,SARI,2022-03-12,Pediatrics,228
2026-01-20,SARI,2022-03-19,Adults,518
2026-01-20,SARI,2022-03-19,Overall,772
2026-01-20,SARI,2022-03-19,Pediatrics,254
2026-01-20,SARI,2022-03-26,Adults,437
2026-01-20,SARI,2022-03-26,Overall,633
2026-01-20,SARI,2022-03-26,Pediatrics,196
2026-01-20,SARI,2022-04-02,Adults,377
2026-01-20,SARI,2022-04-02,Overall,567
2026-01-20,SARI,2022-04-02,Pediatrics,190
2026-01-20,SARI,2022-04-09,Adults,349
2026-01-20,SARI,2022-04-09,Overall,573
2026-01-20,SARI,2022-04-09,Pediatrics,224
2026-01-20,SARI,2022-04-16,Adults,302
2026-01-20,SARI,2022-04-16,Overall,511
2026-01-20,SARI,2022-04-16,Pediatrics,209
2026-01-20,SARI,2022-04-23,Adults,271
2026-01-20,SARI,2022-04-23,Overall,496
2026-01-20,SARI,2022-04-23,Pediatrics,225
2026-01-20,SARI,2022-04-30,Adults,267
2026-01-20,SARI,2022-04-30,Overall,547
2026-01-20,SARI,2022-04-30,Pediatrics,280
2026-01-20,SARI,2022-05-07,Adults,312
2026-01-20,SARI,2022-05-07,Overall,613
2026-01-20,SARI,2022-05-07,Pediatrics,301
2026-01-20,SARI,2022-05-14,Adults,343
2026-01-20,SARI,2022-05-14,Overall,761
2026-01-20,SARI,2022-05-14,Pediatrics,418
2026-01-20,SARI,2022-05-21,Adults,394
2026-01-20,SARI,2022-05-21,Overall,898
2026-01-20,SARI,2022-05-21,Pediatrics,504
2026-01-20,SARI,2022-05-28,Adults,419
2026-01-20,SARI,2022-05-28,Overall,846
2026-01-20,SARI,2022-05-28,Pediatrics,427
2026-01-20,SARI,2022-06-04,Adults,457
2026-01-20,SARI,2022-06-04,Overall,925
2026-01-20,SARI,2022-06-04,Pediatrics,468
2026-01-20,SARI,2022-06-11,Adults,482
2026-01-20,SARI,2022-06-11,Overall,1042
2026-01-20,SARI,2022-06-11,Pediatrics,560
2026-01-20,SARI,2022-06-18,Adults,429
2026-01-20,SARI,2022-06-18,Overall,918
2026-01-20,SARI,2022-06-18,Pediatrics,489
2026-01-20,SARI,2022-06-25,Adults,416
2026-01-20,SARI,2022-06-25,Overall,824
2026-01-20,SARI,2022-06-25,Pediatrics,408
2026-01-20,SARI,2022-07-02,Adults,483
2026-01-20,SARI,2022-07-02,Overall,871
2026-01-20,SARI,2022-07-02,Pediatrics,388
2026-01-20,SARI,2022-07-09,Adults,440
2026-01-20,SARI,2022-07-09,Overall,868
2026-01-20,SARI,2022-07-09,Pediatrics,428
2026-01-20,SARI,2022-07-16,Adults,462
2026-01-20,SARI,2022-07-16,Overall,821
2026-01-20,SARI,2022-07-16,Pediatrics,359
2026-01-20,SARI,2022-07-23,Adults,490
2026-01-20,SARI,2022-07-23,Overall,833
2026-01-20,SARI,2022-07-23,Pediatrics,343
2026-01-20,SARI,2022-07-30,Adults,422
2026-01-20,SARI,2022-07-30,Overall,701
2026-01-20,SARI,2022-07-30,Pediatrics,279
2026-01-20,SARI,2022-08-06,Adults,403
2026-01-20,SARI,2022-08-06,Overall,675
2026-01-20,SARI,2022-08-06,Pediatrics,272
2026-01-20,SARI,2022-08-13,Adults,348
2026-01-20,SARI,2022-08-13,Overall,652
2026-01-20,SARI,2022-08-13,Pediatrics,304
2026-01-20,SARI,2022-08-20,Adults,307
2026-01-20,SARI,2022-08-20,Overall,655
2026-01-20,SARI,2022-08-20,Pediatrics,348
2026-01-20,SARI,2022-08-27,Adults,286
2026-01-20,SARI,2022-08-27,Overall,595
2026-01-20,SARI,2022-08-27,Pediatrics,309
2026-01-20,SARI,2022-09-03,Adults,282
2026-01-20,SARI,2022-09-03,Overall,611
2026-01-20,SARI,2022-09-03,Pediatrics,329
2026-01-20,SARI,2022-09-10,Adults,305
2026-01-20,SARI,2022-09-10,Overall,616
2026-01-20,SARI,2022-09-10,Pediatrics,311
2026-01-20,SARI,2022-09-17,Adults,235
2026-01-20,SARI,2022-09-17,Overall,525
2026-01-20,SARI,2022-09-17,Pediatrics,290
2026-01-20,SARI,2022-09-24,Adults,242
2026-01-20,SARI,2022-09-24,Overall,502
2026-01-20,SARI,2022-09-24,Pediatrics,260
2026-01-20,SARI,2022-10-01,Adults,255
2026-01-20,SARI,2022-10-01,Overall,561
2026-01-20,SARI,2022-10-01,Pediatrics,306
2026-01-20,SARI,2022-10-08,Adults,208
2026-01-20,SARI,2022-10-08,Overall,480
2026-01-20,SARI,2022-10-08,Pediatrics,272
2026-01-20,SARI,2022-10-15,Adults,272
2026-01-20,SARI,2022-10-15,Overall,545
2026-01-20,SARI,2022-10-15,Pediatrics,273
2026-01-20,SARI,2022-10-22,Adults,267
2026-01-20,SARI,2022-10-22,Overall,591
2026-01-20,SARI,2022-10-22,Pediatrics,324
2026-01-20,SARI,2022-10-29,Adults,223
2026-01-20,SARI,2022-10-29,Overall,501
2026-01-20,SARI,2022-10-29,Pediatrics,278
2026-01-20,SARI,2022-11-05,Adults,230
2026-01-20,SARI,2022-11-05,Overall,481
2026-01-20,SARI,2022-11-05,Pediatrics,251
2026-01-20,SARI,2022-11-12,Adults,194
2026-01-20,SARI,2022-11-12,Overall,433
2026-01-20,SARI,2022-11-12,Pediatrics,239
2026-01-20,SARI,2022-11-19,Adults,161
2026-01-20,SARI,2022-11-19,Overall,329
2026-01-20,SARI,2022-11-19,Pediatrics,168
2026-01-20,SARI,2022-11-26,Adults,152
2026-01-20,SARI,2022-11-26,Overall,282
2026-01-20,SARI,2022-11-26,Pediatrics,130
2026-01-20,SARI,2022-12-03,Adults,189
2026-01-20,SARI,2022-12-03,Overall,323
2026-01-20,SARI,2022-12-03,Pediatrics,134
2026-01-20,SARI,2022-12-10,Adults,285
2026-01-20,SARI,2022-12-10,Overall,408
2026-01-20,SARI,2022-12-10,Pediatrics,123
2026-01-20,SARI,2022-12-17,Adults,309
2026-01-20,SARI,2022-12-17,Overall,457
2026-01-20,SARI,2022-12-17,Pediatrics,148
2026-01-20,SARI,2022-12-24,Adults,357
2026-01-20,SARI,2022-12-24,Overall,465
2026-01-20,SARI,2022-12-24,Pediatrics,108
2026-01-20,SARI,2022-12-31,Adults,324
2026-01-20,SARI,2022-12-31,Overall,407
2026-01-20,SARI,2022-12-31,Pediatrics,83
2026-01-20,SARI,2023-01-07,Adults,330
2026-01-20,SARI,2023-01-07,Overall,448
2026-01-20,SARI,2023-01-07,Pediatrics,118
2026-01-20,SARI,2023-01-14,Adults,237
2026-01-20,SARI,2023-01-14,Overall,359
2026-01-20,SARI,2023-01-14,Pediatrics,122
2026-01-20,SARI,2023-01-21,Adults,195
2026-01-20,SARI,2023-01-21,Overall,304
2026-01-20,SARI,2023-01-21,Pediatrics,109
2026-01-20,SARI,2023-01-28,Adults,135
2026-01-20,SARI,2023-01-28,Overall,226
2026-01-20,SARI,2023-01-28,Pediatrics,91
2026-01-20,SARI,2023-02-04,Adults,133
2026-01-20,SARI,2023-02-04,Overall,254
2026-01-20,SARI,2023-02-04,Pediatrics,121
2026-01-20,SARI,2023-02-11,Adults,100
2026-01-20,SARI,2023-02-11,Overall,222
2026-01-20,SARI,2023-02-11,Pediatrics,122
2026-01-20,SARI,2023-02-18,Adults,107
2026-01-20,SARI,2023-02-18,Overall,204
2026-01-20,SARI,2023-02-18,Pediatrics,97
2026-01-20,SARI,2023-02-25,Adults,100
2026-01-20,SARI,2023-02-25,Overall,200
2026-01-20,SARI,2023-02-25,Pediatrics,100
2026-01-20,SARI,2023-03-04,Adults,137
2026-01-20,SARI,2023-03-04,Overall,289
2026-01-20,SARI,2023-03-04,Pediatrics,152
2026-01-20,SARI,2023-03-11,Adults,104
2026-01-20,SARI,2023-03-11,Overall,300
2026-01-20,SARI,2023-03-11,Pediatrics,196
2026-01-20,SARI,2023-03-18,Adults,92
2026-01-20,SARI,2023-03-18,Overall,249
2026-01-20,SARI,2023-03-18,Pediatrics,157
2026-01-20,SARI,2023-03-25,Adults,83
2026-01-20,SARI,2023-03-25,Overall,238
2026-01-20,SARI,2023-03-25,Pediatrics,155
2026-01-20,SARI,2023-04-01,Adults,78
2026-01-20,SARI,2023-04-01,Overall,251
2026-01-20,SARI,2023-04-01,Pediatrics,173
2026-01-20,SARI,2023-04-08,Adults,90
2026-01-20,SARI,2023-04-08,Overall,275
2026-01-20,SARI,2023-04-08,Pediatrics,185
2026-01-20,SARI,2023-04-15,Adults,102
2026-01-20,SARI,2023-04-15,Overall,297
2026-01-20,SARI,2023-04-15,Pediatrics,195
2026-01-20,SARI,2023-04-22,Adults,91
2026-01-20,SARI,2023-04-22,Overall,320
2026-01-20,SARI,2023-04-22,Pediatrics,229
2026-01-20,SARI,2023-04-29,Adults,92
2026-01-20,SARI,2023-04-29,Overall,415
2026-01-20,SARI,2023-04-29,Pediatrics,323
2026-01-20,SARI,2023-05-06,Adults,102
2026-01-20,SARI,2023-05-06,Overall,484
2026-01-20,SARI,2023-05-06,Pediatrics,382
2026-01-20,SARI,2023-05-13,Adults,118
2026-01-20,SARI,2023-05-13,Overall,544
2026-01-20,SARI,2023-05-13,Pediatrics,426
2026-01-20,SARI,2023-05-20,Adults,113
2026-01-20,SARI,2023-05-20,Overall,596
2026-01-20,SARI,2023-05-20,Pediatrics,483
2026-01-20,SARI,2023-05-27,Adults,119
2026-01-20,SARI,2023-05-27,Overall,680
2026-01-20,SARI,2023-05-27,Pediatrics,561
2026-01-20,SARI,2023-06-03,Adults,182
2026-01-20,SARI,2023-06-03,Overall,706
2026-01-20,SARI,2023-06-03,Pediatrics,524
2026-01-20,SARI,2023-06-10,Adults,190
2026-01-20,SARI,2023-06-10,Overall,742
2026-01-20,SARI,2023-06-10,Pediatrics,552
2026-01-20,SARI,2023-06-17,Adults,196
2026-01-20,SARI,2023-06-17,Overall,633
2026-01-20,SARI,2023-06-17,Pediatrics,437
2026-01-20,SARI,2023-06-24,Adults,264
2026-01-20,SARI,2023-06-24,Overall,703
2026-01-20,SARI,2023-06-24,Pediatrics,439
2026-01-20,SARI,2023-07-01,Adults,257
2026-01-20,SARI,2023-07-01,Overall,675
2026-01-20,SARI,2023-07-01,Pediatrics,418
2026-01-20,SARI,2023-07-08,Adults,229
2026-01-20,SARI,2023-07-08,Overall,582
2026-01-20,SARI,2023-07-08,Pediatrics,353
2026-01-20,SARI,2023-07-15,Adults,191
2026-01-20,SARI,2023-07-15,Overall,524
2026-01-20,SARI,2023-07-15,Pediatrics,333
2026-01-20,SARI,2023-07-22,Adults,188
2026-01-20,SARI,2023-07-22,Overall,451
2026-01-20,SARI,2023-07-22,Pediatrics,263
2026-01-20,SARI,2023-07-29,Adults,153
2026-01-20,SARI,2023-07-29,Overall,379
2026-01-20,SARI,2023-07-29,Pediatrics,226
2026-01-20,SARI,2023-08-05,Adults,176
2026-01-20,SARI,2023-08-05,Overall,391
2026-01-20,SARI,2023-08-05,Pediatrics,215
2026-01-20,SARI,2023-08-12,Adults,147
2026-01-20,SARI,2023-08-12,Overall,409
2026-01-20,SARI,2023-08-12,Pediatrics,262
2026-01-20,SARI,2023-08-19,Adults,164
2026-01-20,SARI,2023-08-19,Overall,404
2026-01-20,SARI,2023-08-19,Pediatrics,240
2026-01-20,SARI,2023-08-26,Adults,178
2026-01-20,SARI,2023-08-26,Overall,408
2026-01-20,SARI,2023-08-26,Pediatrics,230
2026-01-20,SARI,2023-09-02,Adults,191
2026-01-20,SARI,2023-09-02,Overall,443
2026-01-20,SARI,2023-09-02,Pediatrics,252
2026-01-20,SARI,2023-09-09,Adults,184
2026-01-20,SARI,2023-09-09,Overall,417
2026-01-20,SARI,2023-09-09,Pediatrics,233
2026-01-20,SARI,2023-09-16,Adults,175
2026-01-20,SARI,2023-09-16,Overall,434
2026-01-20,SARI,2023-09-16,Pediatrics,259
2026-01-20,SARI,2023-09-23,Adults,170
2026-01-20,SARI,2023-09-23,Overall,396
2026-01-20,SARI,2023-09-23,Pediatrics,226
2026-01-20,SARI,2023-09-30,Adults,109
2026-01-20,SARI,2023-09-30,Overall,290
2026-01-20,SARI,2023-09-30,Pediatrics,181
2026-01-20,SARI,2023-10-07,Adults,111
2026-01-20,SARI,2023-10-07,Overall,301
2026-01-20,SARI,2023-10-07,Pediatrics,190
2026-01-20,SARI,2023-10-14,Adults,114
2026-01-20,SARI,2023-10-14,Overall,305
2026-01-20,SARI,2023-10-14,Pediatrics,191
2026-01-20,SARI,2023-10-21,Adults,114
2026-01-20,SARI,2023-10-21,Overall,278
2026-01-20,SARI,2023-10-21,Pediatrics,164
2026-01-20,SARI,2023-10-28,Adults,75
2026-01-20,SARI,2023-10-28,Overall,191
2026-01-20,SARI,2023-10-28,Pediatrics,116
2026-01-20,SARI,2023-11-04,Adults,81
2026-01-20,SARI,2023-11-04,Overall,210
2026-01-20,SARI,2023-11-04,Pediatrics,129
2026-01-20,SARI,2023-11-11,Adults,85
2026-01-20,SARI,2023-11-11,Overall,201
2026-01-20,SARI,2023-11-11,Pediatrics,116
2026-01-20,SARI,2023-11-18,Adults,79
2026-01-20,SARI,2023-11-18,Overall,192
2026-01-20,SARI,2023-11-18,Pediatrics,113
2026-01-20,SARI,2023-11-25,Adults,74
2026-01-20,SARI,2023-11-25,Overall,168
2026-01-20,SARI,2023-11-25,Pediatrics,94
2026-01-20,SARI,2023-12-02,Adults,70
2026-01-20,SARI,2023-12-02,Overall,168
2026-01-20,SARI,2023-12-02,Pediatrics,98
2026-01-20,SARI,2023-12-09,Adults,64
2026-01-20,SARI,2023-12-09,Overall,130
2026-01-20,SARI,2023-12-09,Pediatrics,66
2026-01-20,SARI,2023-12-16,Adults,66
2026-01-20,SARI,2023-12-16,Overall,135
2026-01-20,SARI,2023-12-16,Pediatrics,69
2026-01-20,SARI,2023-12-23,Adults,56
2026-01-20,SARI,2023-12-23,Overall,102
2026-01-20,SARI,2023-12-23,Pediatrics,46
2026-01-20,SARI,2023-12-30,Adults,46
2026-01-20,SARI,2023-12-30,Overall,87
2026-01-20,SARI,2023-12-30,Pediatrics,41
2026-01-20,SARI,2024-01-06,Adults,95
2026-01-20,SARI,2024-01-06,Overall,160
2026-01-20,SARI,2024-01-06,Pediatrics,65
2026-01-20,SARI,2024-01-13,Adults,126
2026-01-20,SARI,2024-01-13,Overall,197
2026-01-20,SARI,2024-01-13,Pediatrics,71
2026-01-20,SARI,2024-01-20,Adults,165
2026-01-20,SARI,2024-01-20,Overall,247
2026-01-20,SARI,2024-01-20,Pediatrics,82
2026-01-20,SARI,2024-01-27,Adults,160
2026-01-20,SARI,2024-01-27,Overall,253
2026-01-20,SARI,2024-01-27,Pediatrics,93
2026-01-20,SARI,2024-02-03,Adults,165
2026-01-20,SARI,2024-02-03,Overall,252
2026-01-20,SARI,2024-02-03,Pediatrics,87
2026-01-20,SARI,2024-02-10,Adults,131
2026-01-20,SARI,2024-02-10,Overall,205
2026-01-20,SARI,2024-02-10,Pediatrics,74
2026-01-20,SARI,2024-02-17,Adults,114
2026-01-20,SARI,2024-02-17,Overall,176
2026-01-20,SARI,2024-02-17,Pediatrics,62
2026-01-20,SARI,2024-02-24,Adults,120
2026-01-20,SARI,2024-02-24,Overall,176
2026-01-20,SARI,2024-02-24,Pediatrics,56
2026-01-20,SARI,2024-03-02,Adults,92
2026-01-20,SARI,2024-03-02,Overall,155
2026-01-20,SARI,2024-03-02,Pediatrics,63
2026-01-20,SARI,2024-03-09,Adults,93
2026-01-20,SARI,2024-03-09,Overall,164
2026-01-20,SARI,2024-03-09,Pediatrics,71
2026-01-20,SARI,2024-03-16,Adults,94
2026-01-20,SARI,2024-03-16,Overall,213
2026-01-20,SARI,2024-03-16,Pediatrics,119
2026-01-20,SARI,2024-03-23,Adults,92
2026-01-20,SARI,2024-03-23,Overall,209
2026-01-20,SARI,2024-03-23,Pediatrics,117
2026-01-20,SARI,2024-03-30,Adults,96
2026-01-20,SARI,2024-03-30,Overall,207
2026-01-20,SARI,2024-03-30,Pediatrics,111
2026-01-20,SARI,2024-04-06,Adults,111
2026-01-20,SARI,2024-04-06,Overall,223
2026-01-20,SARI,2024-04-06,Pediatrics,112
2026-01-20,SARI,2024-04-13,Adults,95
2026-01-20,SARI,2024-04-13,Overall,198
2026-01-20,SARI,2024-04-13,Pediatrics,103
2026-01-20,SARI,2024-04-20,Adults,107
2026-01-20,SARI,2024-04-20,Overall,212
2026-01-20,SARI,2024-04-20,Pediatrics,105
2026-01-20,SARI,2024-04-27,Adults,97
2026-01-20,SARI,2024-04-27,Overall,241
2026-01-20,SARI,2024-04-27,Pediatrics,144
2026-01-20,SARI,2024-05-04,Adults,129
2026-01-20,SARI,2024-05-04,Overall,287
2026-01-20,SARI,2024-05-04,Pediatrics,158
2026-01-20,SARI,2024-05-11,Adults,151
2026-01-20,SARI,2024-05-11,Overall,338
2026-01-20,SARI,2024-05-11,Pediatrics,187
2026-01-20,SARI,2024-05-18,Adults,230
2026-01-20,SARI,2024-05-18,Overall,557
2026-01-20,SARI,2024-05-18,Pediatrics,327
2026-01-20,SARI,2024-05-25,Adults,333
2026-01-20,SARI,2024-05-25,Overall,746
2026-01-20,SARI,2024-05-25,Pediatrics,413
2026-01-20,SARI,2024-06-01,Adults,524
2026-01-20,SARI,2024-06-01,Overall,1053
2026-01-20,SARI,2024-06-01,Pediatrics,529
2026-01-20,SARI,2024-06-08,Adults,553
2026-01-20,SARI,2024-06-08,Overall,1270
2026-01-20,SARI,2024-06-08,Pediatrics,717
2026-01-20,SARI,2024-06-15,Adults,454
2026-01-20,SARI,2024-06-15,Overall,1031
2026-01-20,SARI,2024-06-15,Pediatrics,577
2026-01-20,SARI,2024-06-22,Adults,315
2026-01-20,SARI,2024-06-22,Overall,832
2026-01-20,SARI,2024-06-22,Pediatrics,517
2026-01-20,SARI,2024-06-29,Adults,277
2026-01-20,SARI,2024-06-29,Overall,825
2026-01-20,SARI,2024-06-29,Pediatrics,548
2026-01-20,SARI,2024-07-06,Adults,317
2026-01-20,SARI,2024-07-06,Overall,891
2026-01-20,SARI,2024-07-06,Pediatrics,574
2026-01-20,SARI,2024-07-13,Adults,251
2026-01-20,SARI,2024-07-13,Overall,830
2026-01-20,SARI,2024-07-13,Pediatrics,579
2026-01-20,SARI,2024-07-20,Adults,299
2026-01-20,SARI,2024-07-20,Overall,877
2026-01-20,SARI,2024-07-20,Pediatrics,578
2026-01-20,SARI,2024-07-27,Adults,229
2026-01-20,SARI,2024-07-27,Overall,707
2026-01-20,SARI,2024-07-27,Pediatrics,478
2026-01-20,SARI,2024-08-03,Adults,209
2026-01-20,SARI,2024-08-03,Overall,662
2026-01-20,SARI,2024-08-03,Pediatrics,453
2026-01-20,SARI,2024-08-10,Adults,184
2026-01-20,SARI,2024-08-10,Overall,668
2026-01-20,SARI,2024-08-10,Pediatrics,484
2026-01-20,SARI,2024-08-17,Adults,172
2026-01-20,SARI,2024-08-17,Overall,645
2026-01-20,SARI,2024-08-17,Pediatrics,473
2026-01-20,SARI,2024-08-24,Adults,175
2026-01-20,SARI,2024-08-24,Overall,642
2026-01-20,SARI,2024-08-24,Pediatrics,467
2026-01-20,SARI,2024-08-31,Adults,174
2026-01-20,SARI,2024-08-31,Overall,596
2026-01-20,SARI,2024-08-31,Pediatrics,422
2026-01-20,SARI,2024-09-07,Adults,210
2026-01-20,SARI,2024-09-07,Overall,718
2026-01-20,SARI,2024-09-07,Pediatrics,508
2026-01-20,SARI,2024-09-14,Adults,194
2026-01-20,SARI,2024-09-14,Overall,616
2026-01-20,SARI,2024-09-14,Pediatrics,422
2026-01-20,SARI,2024-09-21,Adults,178
2026-01-20,SARI,2024-09-21,Overall,598
2026-01-20,SARI,2024-09-21,Pediatrics,420
2026-01-20,SARI,2024-09-28,Adults,159
2026-01-20,SARI,2024-09-28,Overall,492
2026-01-20,SARI,2024-09-28,Pediatrics,333
2026-01-20,SARI,2024-10-05,Adults,199
2026-01-20,SARI,2024-10-05,Overall,511
2026-01-20,SARI,2024-10-05,Pediatrics,312
2026-01-20,SARI,2024-10-12,Adults,151
2026-01-20,SARI,2024-10-12,Overall,401
2026-01-20,SARI,2024-10-12,Pediatrics,250
2026-01-20,SARI,2024-10-19,Adults,165
2026-01-20,SARI,2024-10-19,Overall,424
2026-01-20,SARI,2024-10-19,Pediatrics,259
2026-01-20,SARI,2024-10-26,Adults,131
2026-01-20,SARI,2024-10-26,Overall,394
2026-01-20,SARI,2024-10-26,Pediatrics,263
2026-01-20,SARI,2024-11-02,Adults,116
2026-01-20,SARI,2024-11-02,Overall,353
2026-01-20,SARI,2024-11-02,Pediatrics,237
2026-01-20,SARI,2024-11-09,Adults,102
2026-01-20,SARI,2024-11-09,Overall,259
2026-01-20,SARI,2024-11-09,Pediatrics,157
2026-01-20,SARI,2024-11-16,Adults,112
2026-01-20,SARI,2024-11-16,Overall,284
2026-01-20,SARI,2024-11-16,Pediatrics,172
2026-01-20,SARI,2024-11-23,Adults,84
2026-01-20,SARI,2024-11-23,Overall,242
2026-01-20,SARI,2024-11-23,Pediatrics,158
2026-01-20,SARI,2024-11-30,Adults,73
2026-01-20,SARI,2024-11-30,Overall,221
2026-01-20,SARI,2024-11-30,Pediatrics,148
2026-01-20,SARI,2024-12-07,Adults,86
2026-01-20,SARI,2024-12-07,Overall,197
2026-01-20,SARI,2024-12-07,Pediatrics,111
2026-01-20,SARI,2024-12-14,Adults,90
2026-01-20,SARI,2024-12-14,Overall,202
2026-01-20,SARI,2024-12-14,Pediatrics,112
2026-01-20,SARI,2024-12-21,Adults,88
2026-01-20,SARI,2024-12-21,Overall,151
2026-01-20,SARI,2024-12-21,Pediatrics,63
2026-01-20,SARI,2024-12-28,Adults,60
2026-01-20,SARI,2024-12-28,Overall,113
2026-01-20,SARI,2024-12-28,Pediatrics,53
2026-01-20,SARI,2025-01-04,Adults,99
2026-01-20,SARI,2025-01-04,Overall,197
2026-01-20,SARI,2025-01-04,Pediatrics,98
2026-01-20,SARI,2025-01-11,Adults,97
2026-01-20,SARI,2025-01-11,Overall,175
2026-01-20,SARI,2025-01-11,Pediatrics,78
2026-01-20,SARI,2025-01-18,Adults,78
2026-01-20,SARI,2025-01-18,Overall,150
2026-01-20,SARI,2025-01-18,Pediatrics,72
2026-01-20,SARI,2025-01-25,Adults,81
2026-01-20,SARI,2025-01-25,Overall,163
2026-01-20,SARI,2025-01-25,Pediatrics,82
2026-01-20,SARI,2025-02-01,Adults,92
2026-01-20,SARI,2025-02-01,Overall,153
2026-01-20,SARI,2025-02-01,Pediatrics,61
2026-01-20,SARI,2025-02-08,Adults,86
2026-01-20,SARI,2025-02-08,Overall,172
2026-01-20,SARI,2025-02-08,Pediatrics,86
2026-01-20,SARI,2025-02-15,Adults,90
2026-01-20,SARI,2025-02-15,Overall,170
2026-01-20,SARI,2025-02-15,Pediatrics,80
2026-01-20,SARI,2025-02-22,Adults,86
2026-01-20,SARI,2025-02-22,Overall,164
2026-01-20,SARI,2025-02-22,Pediatrics,78
2026-01-20,SARI,2025-03-01,Adults,102
2026-01-20,SARI,2025-03-01,Overall,175
